name,статус,причина,пар_ss,пар_base,пар_xdate,пар_карантин,вердикт_аудита,km2,res,bands,crs,lon,lat
62272fdd1ea0da00077c0c7d,использован полностью,,2,4,0,0,разметка подтверждена,0.805,0.0409,3,EPSG:32654,139.106966,35.995244
62273be91ea0da00077c0c85,использован полностью,,4,8,0,0,разметка подтверждена,1.228,0.0375,3,EPSG:32654,139.105607,35.994639
622c2fe17efc7000059e8915,не годен по паспорту,площадь 0.10 км² меньше 0.5,0,0,0,0,,0.103,0.0294,3,EPSG:32760,174.706938,-36.876706
6233e42ff4083a0007ccb0ff,не годен по паспорту,площадь 0.12 км² меньше 0.5,0,0,0,0,,0.116,0.0303,3,EPSG:32760,174.705431,-36.877641
6234231a-6b93-4202-9bc1-36a7e305ab5e,использован полностью,,10,12,0,0,разметка подтверждена,3.667,0.075,3,EPSG:32635,,
62368ed9cb82d30008143258,не годен по паспорту,площадь 0.26 км² меньше 0.5,0,0,0,0,,0.259,0.0303,3,EPSG:32615,,
623b3417a730db0006b0816c,использован частично,подложка: привязка не построена: нет валидных узлов,1,0,0,0,,0.698,0.1,3,EPSG:32632,10.453112,46.441242
625193c4fe1b5d0006ae8cf5,использован полностью,,9,12,0,0,разметка подтверждена,3.0,0.0474,3,EPSG:32635,,
6251996ffe1b5d0006ae8cfb,использован полностью,,3,6,0,0,разметка подтверждена,2.885,0.025,3,EPSG:32635,,
62519af2fe1b5d0006ae8cfd,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
62519b10fe1b5d0006ae8cff,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
62542574fe1b5d0006ae8d25,использован полностью,,15,12,0,0,разметка подтверждена,9.889,0.05,3,EPSG:32654,140.955619,37.707238
6255f9225c48220007e7c9a8,использован полностью,,15,12,0,0,разметка подтверждена,10.923,0.0376,3,EPSG:32654,140.954661,37.70971
625ec7d280c7950007509c34,использован полностью,,1,2,0,0,разметка подтверждена,0.632,0.018,3,EPSG:32635,,
62600a00debaf80005383d1b,не годен по паспорту,площадь 0.27 км² меньше 0.5,0,0,0,0,,0.268,0.027,3,EPSG:32635,,
628f7cf69a80b30006a5c065,использован полностью,,5,10,0,0,разметка подтверждена,2.332,0.0394,3,EPSG:32636,,
628f85cb9a80b30006a5c06b,использован полностью,,14,12,0,0,разметка подтверждена,5.28,0.045,3,EPSG:32636,,
629208c39a80b30006a5c083,использован полностью,,6,12,0,0,разметка подтверждена,3.048,0.0656,3,EPSG:32635,,
629bc31e440da90006120129,не использован,"годен, но ни одной пары не вышло",0,0,0,0,,0.502,0.0666,3,EPSG:32612,-108.749204,39.150162
629cd3ae440da90006120141,не годен по паспорту,площадь 0.10 км² меньше 0.5,0,0,0,0,,0.095,0.05,3,EPSG:32612,-108.571076,39.059386
62b4badfdaddb8000523e910(1),не годен по паспорту,площадь 0.12 км² меньше 0.5,0,0,0,0,,0.12,0.05,3,EPSG:32635,,
62b72be9daddb8000523e92c,использован полностью,,4,8,0,0,разметка подтверждена,1.555,0.0691,3,EPSG:32639,,
62b72dfbdaddb8000523e92f(1),использован полностью,,3,6,0,0,разметка подтверждена,1.257,0.0698,3,EPSG:32639,,
62b80f62daddb8000523e93e,не годен по паспорту,площадь 0.12 км² меньше 0.5,0,0,0,0,,0.115,0.026,3,EPSG:32760,174.703606,-36.885705
62ba0681daddb8000523e95d,использован полностью,,4,8,0,0,разметка подтверждена,1.956,0.0697,3,EPSG:32639,,
62d0d0fd-4cf7-4581-98c9-e6d0232c347d,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
62d333ad0d6f550007e744b6,использован полностью,,6,12,0,0,разметка подтверждена,2.168,0.0352,3,EPSG:32654,139.103197,35.986406
62d3807a0d6f550007e744bc,не годен по паспорту,площадь 0.26 км² меньше 0.5,0,0,0,0,,0.259,0.0714,3,EPSG:32613,-107.88584,38.985678
62dc2af9d8499800053796f3,использован полностью,,3,6,0,0,разметка подтверждена,1.595,0.0749,3,EPSG:32639,,
62f65802fb3bec0006dbeb2c,использован полностью,,2,4,0,0,разметка подтверждена,1.799,0.0742,3,EPSG:32639,,
63176f3014f1ff00081de823,не годен по паспорту,площадь 0.28 км² меньше 0.5,0,0,0,0,,0.283,0.03,3,EPSG:32719,-68.297569,-16.466001
6317b7e614f1ff00081de82d,использован полностью,,3,6,0,0,разметка подтверждена,1.095,0.05,3,EPSG:32719,-68.169346,-16.547284
6319465214f1ff00081de870,не годен по паспорту,площадь 0.26 км² меньше 0.5,0,0,0,0,,0.26,0.03,3,EPSG:32719,-68.079946,-16.499344
63194cf614f1ff00081de873,не годен по паспорту,площадь 0.16 км² меньше 0.5,0,0,0,0,,0.159,0.03,3,EPSG:32719,-68.11733,-16.544177
6319f0aa14f1ff00081de879,использован частично,подложка: привязка не построена: нет валидных узлов,1,0,0,0,,0.603,0.02,3,EPSG:32719,-68.790045,-16.022412
631c459c14f1ff00081de8a6,использован полностью,,3,6,0,0,разметка подтверждена,1.445,0.0703,3,EPSG:32639,,
632527a29ee90900078a7111,использован полностью,,2,4,0,0,разметка подтверждена,0.935,0.0342,3,EPSG:32719,-68.064679,-16.537098
6325df679ee90900078a7118,использован полностью,,2,4,0,0,разметка подтверждена,0.935,0.0342,3,EPSG:32719,-68.064679,-16.537098
632f96997abe310005354df1,не годен по паспорту,площадь 0.37 км² меньше 0.5,0,0,0,0,,0.368,0.03,3,EPSG:32719,-68.065718,-16.537463
63430bedb771680005735a0c,использован полностью,,3,6,0,0,без структуры,1.769,0.0332,3,EPSG:32636,,
635351b071072f000580f8b4,не годен по паспорту,площадь 0.24 км² меньше 0.5,0,0,0,0,,0.245,0.0237,3,EPSG:32653,137.020352,35.236527
6353aabf71072f000580f8b9,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,137.02036,35.236437
6357bedc5f1fd800066121a2,использован полностью,,3,6,0,0,разметка подтверждена,1.35,0.0655,3,EPSG:32639,,
635a638a5f1fd800066121ef,не годен по паспорту,площадь 0.12 км² меньше 0.5,0,0,0,0,,0.116,0.0508,3,EPSG:32636,32.778602,41.232777
635a64105f1fd800066121f2,не годен по паспорту,площадь 0.19 км² меньше 0.5,0,0,0,0,,0.186,0.0565,3,EPSG:32636,32.778792,41.232175
636399470769a900054c938a,использован частично,подложка: узлов привязки 1 меньше 5,2,0,0,0,,0.741,0.05,3,EPSG:32632,10.453217,46.441095
636399470769a900054c938b,использован частично,подложка: узлов привязки 2 меньше 5,1,0,0,0,,0.558,0.05,3,EPSG:32632,10.453175,46.441052
6367f4f197438a00076d86a3,не годен по паспорту,площадь 0.14 км² меньше 0.5,0,0,0,0,,0.136,0.05,3,EPSG:32635,25.591282,45.631494
6371dda6cf5a20000802322f,не годен по паспорту,площадь 0.05 км² меньше 0.5,0,0,0,0,,0.053,0.0278,3,EPSG:32613,-105.215512,37.960439
637274bbcf5a200008023236,использован полностью,,1,2,0,0,разметка подтверждена,0.552,0.0214,3,EPSG:32636,,
63a5a79aeb16e8000519a1bc,использован полностью,,7,12,0,0,разметка подтверждена,2.598,0.0653,3,EPSG:4026,27.793721,47.218951
63a5a7dfeb16e8000519a1be,использован полностью,,8,12,0,0,разметка подтверждена,3.254,0.0652,3,EPSG:4026,27.805249,47.224822
63a5a818eb16e8000519a1c2,использован полностью,,8,12,0,0,разметка подтверждена,2.939,0.0652,3,EPSG:4026,27.805339,47.215104
63a5dbcfeb16e8000519a1cc,использован полностью,,9,12,0,0,разметка подтверждена,3.797,0.0333,3,EPSG:4026,28.818689,47.041369
63a94113eb16e8000519a1e1,не годен по паспорту,площадь 0.29 км² меньше 0.5,0,0,0,0,,0.292,0.0254,3,EPSG:4026,28.797931,47.035601
63a9417deb16e8000519a1e3,использован частично,подложка: 2 пар забраковано аудитом (привязка сдвинута),1,0,0,2,привязка сдвинута,0.898,0.0413,3,EPSG:4026,28.782707,47.019155
63a956d7eb16e8000519a1e7,использован частично,подложка: 2 пар забраковано аудитом (привязка сдвинута),1,0,0,2,привязка сдвинута,1.544,0.0328,3,EPSG:4026,28.830087,47.036874
63a9570deb16e8000519a1e9,использован полностью,,4,8,0,0,разметка подтверждена,1.438,0.0327,3,EPSG:4026,28.835125,47.034066
63a9576beb16e8000519a1ed,использован частично,подложка: 4 пар забраковано аудитом (привязка сдвинута),2,0,0,4,привязка сдвинута,1.52,0.0359,3,EPSG:4026,28.84514,47.027373
63a987b63fb8c100063c5518,использован частично,подложка: 6 пар забраковано аудитом (привязка сдвинута),3,0,0,6,привязка сдвинута,1.657,0.0335,3,EPSG:4026,28.824312,47.030941
63a987c23fb8c100063c551a,использован полностью,,3,6,0,0,разметка подтверждена,1.453,0.028,3,EPSG:4026,28.833059,47.024691
63a987ce3fb8c100063c551c,использован полностью,,2,4,0,0,разметка подтверждена,1.808,0.0288,3,EPSG:4026,28.841734,47.018005
63a9ab353fb8c100063c5526,использован полностью,,2,4,0,0,разметка подтверждена,1.226,0.0307,3,EPSG:4026,28.849292,47.022566
63aac2fc3fb8c100063c552f,использован частично,подложка: 8 пар забраковано аудитом (привязка сдвинута),4,0,0,8,привязка сдвинута,1.497,0.0277,3,EPSG:4026,28.821711,47.025464
63aac3143fb8c100063c5531,использован полностью,,3,6,0,0,разметка подтверждена,1.324,0.0314,3,EPSG:4026,28.828489,47.01907
63aac3223fb8c100063c5533,использован частично,подложка: 8 пар забраковано аудитом (привязка сдвинута),4,0,0,8,привязка сдвинута,1.606,0.0322,3,EPSG:4026,28.836974,47.013977
63aac32f3fb8c100063c5535,использован частично,подложка: 2 пар забраковано аудитом (привязка сдвинута),1,0,0,2,привязка сдвинута,1.202,0.0268,3,EPSG:4026,28.851956,47.018259
63bb21013fb8c100063c5663,не годен по паспорту,площадь 0.10 км² меньше 0.5,0,0,0,0,,0.097,0.05,3,EPSG:32618,,
63ef7dee525f0700077ed4b0,использован полностью,,2,4,0,0,разметка подтверждена,1.012,0.0822,3,EPSG:32637,36.76239,37.262105
63f21d39525f0700077ed4e0,не годен по паспорту,площадь 0.37 км² меньше 0.5,0,0,0,0,,0.373,0.0534,3,EPSG:32637,37.182187,38.211317
63f21def525f0700077ed4e3,использован полностью,,3,6,0,0,разметка подтверждена,1.213,0.064,3,EPSG:32637,36.199426,36.228846
640e3574c2655600066c2a4f,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,36.249892,37.077438
640e727fc2655600066c2a5d,использован полностью,,15,12,0,0,разметка подтверждена,27.589,0.05,3,EPSG:2193,172.688202,-43.510718
643d8b348cae390005a145c2,не годен по паспорту,площадь 0.08 км² меньше 0.5,0,0,0,0,,0.076,0.0657,3,EPSG:32615,,
648c7a9946e573000597d19e,не годен по паспорту,площадь 0.16 км² меньше 0.5,0,0,0,0,,0.16,0.0138,3,EPSG:4026,28.830407,47.162516
648d180d46e573000597d1bf,не использован,привязка: привязка не построена: нет валидных узлов,0,0,0,0,,0.82,0.03,3,EPSG:32719,-68.497299,-15.657776
648fa09782845000073c8a4e,не годен по паспорту,площадь 0.27 км² меньше 0.5,0,0,0,0,,0.272,0.03,3,EPSG:32719,-68.066459,-16.538068
6490b800a8a23a00063a00d1,не использован,привязка: привязка не построена: нет валидных узлов,0,0,0,0,,0.674,0.027,3,EPSG:32719,-68.211475,-15.308274
6491a950dc771b0005bdc511,не годен по паспорту,площадь 0.15 км² меньше 0.5,0,0,0,0,,0.155,0.0157,3,EPSG:4026,29.179014,47.103125
649751fca2f35c00061c1090,использован полностью,,1,2,0,0,разметка подтверждена,0.635,0.0369,3,EPSG:32635,,
64975be1a2f35c00061c1094,использован частично,подложка: привязка не построена: нет валидных узлов,2,0,0,0,,0.984,0.0376,3,EPSG:32635,,
6497c829a2f35c00061c10a8,использован полностью,,2,4,0,0,разметка подтверждена,0.758,0.0312,3,EPSG:32635,,
649ae9e396425f0007266e16,не годен по паспорту,площадь 0.04 км² меньше 0.5,0,0,0,0,,0.041,0.0202,3,EPSG:4026,28.762986,47.007784
649ae9e396425f0007266e17,не годен по паспорту,площадь 0.04 км² меньше 0.5,0,0,0,0,,0.041,0.0202,3,EPSG:4026,28.762974,47.00597
649b3f109ca545000157f81e,не годен по паспорту,площадь 0.39 км² меньше 0.5,0,0,0,0,,0.386,0.03,3,EPSG:32719,-68.61943,-16.021089
64a2c27164adbc00012e07ca,не годен по паспорту,площадь 0.03 км² меньше 0.5,0,0,0,0,,0.029,0.0138,3,EPSG:4026,28.832929,47.105243
64a42c4064adbc00012e0821,использован частично,подложка: узлов привязки 1 меньше 5,2,0,0,0,,0.856,0.0386,3,EPSG:32635,,
64a6cf0664adbc00012e098f,использован частично,подложка: узлов привязки 3 меньше 5,1,0,0,0,,0.799,0.044,3,EPSG:32635,,
64a6cf0664adbc00012e0990,использован частично,подложка: привязка не построена: нет валидных узлов,2,0,0,0,,1.093,0.0355,3,EPSG:32635,,
64a6cf0664adbc00012e0991,не годен по паспорту,площадь 0.22 км² меньше 0.5,0,0,0,0,,0.216,0.0157,3,EPSG:32635,,
64a6cf0664adbc00012e0992,использован частично,подложка: узлов привязки 3 меньше 5,2,0,0,0,,1.102,0.0408,3,EPSG:32635,,
64a6cf0664adbc00012e0995,не годен по паспорту,площадь 0.38 км² меньше 0.5,0,0,0,0,,0.38,0.0419,3,EPSG:32635,,
64a6cf0664adbc00012e0996,не годен по паспорту,площадь 0.12 км² меньше 0.5,0,0,0,0,,0.124,0.0408,3,EPSG:32635,,
64a6cfc864adbc00012e0999,использован частично,подложка: 4 пар забраковано аудитом (привязка сдвинута),2,0,0,4,привязка сдвинута,1.574,0.0409,3,EPSG:32635,,
64a6d04e64adbc00012e099f(1),использован частично,подложка: привязка не построена: нет валидных узлов,1,0,0,0,,0.617,0.0368,3,EPSG:32635,,
64bcf31e588675000125adf0,не годен по паспорту,площадь 0.14 км² меньше 0.5,0,0,0,0,,0.144,0.02,3,EPSG:32632,9.185913,47.690052
64cd2b4e23e51c0001889afe,не годен по паспорту,площадь 0.31 км² меньше 0.5,0,0,0,0,,0.306,0.05,3,EPSG:32610,,
64cde1d723e51c0001889b09,использован частично,подложка: узлов привязки 1 меньше 5,3,0,0,0,,0.612,0.05,3,EPSG:32610,,
64cde25223e51c0001889b0b,не годен по паспорту,площадь 0.21 км² меньше 0.5,0,0,0,0,,0.215,0.05,3,EPSG:32610,,
64d0fbf20c67fe00013368dd,не годен по паспорту,площадь 0.09 км² меньше 0.5,0,0,0,0,,0.085,0.0264,3,EPSG:32719,-68.119722,-16.578431
64d1bd4419cb3a000147a56b,не годен по паспорту,площадь 0.27 км² меньше 0.5,0,0,0,0,,0.266,0.0373,3,EPSG:3857,,
64d984ffb9416b00011edba7,использован частично,подложка: узлов привязки 4 меньше 5,4,0,0,0,,1.187,0.0411,3,EPSG:3857,,
64e0cf6454fcac000147755e,не годен по паспорту,площадь 0.26 км² меньше 0.5,0,0,0,0,,0.259,0.0275,3,EPSG:4026,28.801375,47.010274
64e1215e54fcac000147756d,не годен по паспорту,площадь 0.24 км² меньше 0.5,0,0,0,0,,0.245,0.05,3,EPSG:32610,,
64eaaf67d47c3600016eb303,не годен по паспорту,разрешение 0.11 м/пкс грубее 0.1,0,0,0,0,,8.794,0.1125,3,EPSG:6607,,
64ec8d10d47c3600016eb333,не годен по паспорту,площадь 0.43 км² меньше 0.5,0,0,0,0,,0.428,0.02,3,EPSG:4026,28.762051,47.005402
64f0b65d41efac0001e4beb1,использован полностью,,1,2,0,0,разметка подтверждена,0.706,0.0387,3,EPSG:32611,,
64fdcb14649d390001c474f6,не годен по паспорту,площадь 0.28 км² меньше 0.5,0,0,0,0,,0.276,0.02,3,EPSG:32719,-68.132361,-16.577646
64ffaa61649d390001c47569,не годен по паспорту,разрешение 0.11 м/пкс грубее 0.1,0,0,0,0,,6.367,0.1122,3,EPSG:6607,,
650566534a35b70001c38d44,не годен по паспорту,площадь 0.34 км² меньше 0.5,0,0,0,0,,0.335,0.02,3,EPSG:4026,28.762018,47.005596
650857fff17ffb0001796e6c,использован полностью,,10,5,0,11,разметка подтверждена,4.27,0.0852,3,EPSG:6607,,
65088140f17ffb0001796e73,не годен по паспорту,площадь 0.06 км² меньше 0.5,0,0,0,0,,0.059,0.0153,3,EPSG:32619,,
650b9db7bb0a7500019409e6,не годен по паспорту,разрешение 0.11 м/пкс грубее 0.1,0,0,0,0,,8.327,0.1132,3,EPSG:6607,,
650ba415bb0a7500019409ec,использован частично,подложка: узлов привязки 1 меньше 5,2,0,0,0,,0.692,0.0421,3,EPSG:6607,,
650e3180bb0a750001940a29,использован частично,подложка: узлов привязки 2 меньше 5,3,0,0,0,,1.0,0.0839,3,EPSG:6607,,
6517e453e4368300019cbe30,не годен по паспорту,площадь 0.05 км² меньше 0.5,0,0,0,0,,0.049,0.0106,3,EPSG:4026,29.135632,46.874606
6517ec30e4368300019cbe34,не годен по паспорту,площадь 0.08 км² меньше 0.5,0,0,0,0,,0.076,0.0122,3,EPSG:4026,28.725627,46.966255
651a07e0e4368300019cbe5d,использован частично,подложка: узлов привязки 1 меньше 5,1,0,0,0,,1.57,0.0455,3,EPSG:6607,,
6527e436db601900014daa86,не годен по паспорту,разрешение 0.11 м/пкс грубее 0.1,0,0,0,0,,8.315,0.1129,3,EPSG:6607,,
652b559722ab8700015dc9b3,использован частично,подложка: узлов привязки 3 меньше 5,4,0,0,0,,1.732,0.0446,3,EPSG:6609,,
652e863a6df679000110a633,не годен по паспорту,площадь 0.16 км² меньше 0.5,0,0,0,0,,0.157,0.03,3,EPSG:32719,-68.070786,-16.550395
652f2862fb9f0500010165b0,использован полностью,,5,10,0,0,разметка подтверждена,1.8,0.0448,3,EPSG:6609,,
6531e4f569c25a00012826e0,использован частично,подложка: узлов привязки 2 меньше 5,6,0,0,0,привязка сдвинута,1.98,0.0499,3,EPSG:6609,,
65328e3c69c25a00012826f3,использован частично,подложка: привязка не построена: нет валидных узлов,1,0,0,0,,0.611,0.05,3,EPSG:32632,10.452709,46.440977
65347a3b69c25a0001282730,использован частично,подложка: узлов привязки 3 меньше 5,14,0,0,0,,5.809,0.0504,3,EPSG:26797,-92.471696,39.73914
653714b7fbe6460001057d78,не годен по паспорту,площадь 0.12 км² меньше 0.5,0,0,0,0,,0.115,0.05,3,EPSG:32610,,
654235fff0cdb700011d7a4f,использован частично,подложка: привязка не построена: нет валидных узлов,4,0,0,0,,2.422,0.0494,3,EPSG:6411,-94.078674,36.156917
65424d51f0cdb700011d7a5a,использован полностью,,4,8,0,0,разметка подтверждена,1.911,0.0683,3,EPSG:3857,-45.690937,-23.777294
6544f3fef0cdb700011d7ab9,не годен по паспорту,площадь 0.23 км² меньше 0.5,0,0,0,0,,0.235,0.0176,3,EPSG:32760,176.200531,-37.823288
6547dc30f60c3400016677fe,не годен по паспорту,разрешение 0.12 м/пкс грубее 0.1,0,0,0,0,,6.144,0.1246,3,EPSG:6625,-111.918669,40.553363
6547dc30f60c3400016677ff,использован частично,подложка: узлов привязки 4 меньше 5,15,0,0,0,привязка сдвинута,10.096,0.0429,3,EPSG:32026,,
65482c5da83e7f00010287d0,не годен по паспорту,площадь 0.06 км² меньше 0.5,0,0,0,0,,0.057,0.02,3,EPSG:32610,,
65490ffda4d54400011e1a92,не годен по паспорту,площадь 0.04 км² меньше 0.5,0,0,0,0,,0.043,0.02,3,EPSG:32610,,
6554f48f404ec5000161c65c,не годен по паспорту,площадь 0.10 км² меньше 0.5,0,0,0,0,,0.099,0.0178,3,EPSG:32608,-135.177422,59.737945
655512b0404ec5000161c66b,не годен по паспорту,площадь 0.33 км² меньше 0.5,0,0,0,0,,0.325,0.0184,3,EPSG:32608,-134.998697,59.844162
65551f8a404ec5000161c66f,не годен по паспорту,площадь 0.07 км² меньше 0.5,0,0,0,0,,0.072,0.0173,3,EPSG:32608,-135.140198,59.764966
655525e9404ec5000161c673,не годен по паспорту,площадь 0.24 км² меньше 0.5,0,0,0,0,,0.24,0.0229,3,EPSG:32608,,
65552b65404ec5000161c679,не годен по паспорту,площадь 0.14 км² меньше 0.5,0,0,0,0,,0.138,0.0338,3,EPSG:32608,,
65553075404ec5000161c680,не годен по паспорту,площадь 0.09 км² меньше 0.5,0,0,0,0,,0.09,0.0223,3,EPSG:32608,,
6555452a404ec5000161c68f,не годен по паспорту,площадь 0.17 км² меньше 0.5,0,0,0,0,,0.17,0.029,3,EPSG:32607,,
655546fc404ec5000161c692,использован частично,подложка: узлов привязки 3 меньше 5,2,0,0,0,,0.719,0.0371,3,EPSG:26914,,
655639d43aa0a7000131675a,не использован,привязка: привязка не построена: нет валидных узлов,0,0,0,0,,1.558,0.0394,3,EPSG:32615,,
655780663aa0a700013167ca,использован полностью,,14,12,0,0,без структуры,8.451,0.0567,3,"PROJCS[""Ottertail"",GEOGCS[""Ottertail"",DATUM[""Ottertail"",SPHEROID[""Ellipsoid from Data Collector"",6378525.621,298.2572197616],TOWGS84[0,0,0,0,0,0,-60.930000009]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",46.10638888889],PARAMETER[""central_meridian"",-95.71666666667],PARAMETER[""standard_parallel_1"",46.65],PARAMETER[""standard_parallel_2"",46.18333333333],PARAMETER[""false_easting"",499999.999998],PARAMETER[""false_northing"",100000.0001308],UNIT[""US survey foot"",0.304800609601219,AUTHORITY[""EPSG"",""9003""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,
655780663aa0a700013167cc,использован полностью,,15,12,0,0,без структуры,58.751,0.0995,3,"PROJCS[""Ottertail"",GEOGCS[""Ottertail"",DATUM[""Ottertail"",SPHEROID[""Ellipsoid from Data Collector"",6378525.621,298.2572197616],TOWGS84[0,0,0,0,0,0,-60.930000009]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""latitude_of_origin"",46.10638888889],PARAMETER[""central_meridian"",-95.71666666667],PARAMETER[""standard_parallel_1"",46.65],PARAMETER[""standard_parallel_2"",46.18333333333],PARAMETER[""false_easting"",499999.999998],PARAMETER[""false_northing"",100000.0001308],UNIT[""US survey foot"",0.304800609601219,AUTHORITY[""EPSG"",""9003""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH]]",,
655786c53aa0a700013167dd,использован частично,подложка: узлов привязки 2 меньше 5,1,0,0,0,,2.021,0.0467,3,EPSG:26914,,
65578fb43aa0a700013167eb,использован полностью,,1,2,0,0,разметка подтверждена,0.916,0.0455,3,EPSG:26914,,
655791aa3aa0a700013167ee,не годен по паспорту,площадь 0.24 км² меньше 0.5,0,0,0,0,,0.242,0.0261,3,EPSG:26914,,
655fc28c3aa0a70001316aef,не годен по паспорту,площадь 0.31 км² меньше 0.5,0,0,0,0,,0.306,0.1563,3,EPSG:32614,,
65734bb1694a1c0001aa44e1,использован полностью,,7,12,0,0,разметка подтверждена,2.843,0.05,3,EPSG:31982,-48.767897,-26.619666
65766bf8e8628500014ae603,использован частично,подложка: узлов привязки 1 меньше 5,2,0,0,0,,1.247,0.0494,3,EPSG:6411,-94.061444,36.161404
657fa2636f7ed800016c58a8,не годен по паспорту,площадь 0.11 км² меньше 0.5,0,0,0,0,,0.113,0.02,3,EPSG:32610,,
6582002b6f7ed800016c58f4,не годен по паспорту,площадь 0.07 км² меньше 0.5,0,0,0,0,,0.068,0.02,3,EPSG:32610,,
65904bc5bff11f000103b0d9,не годен по паспорту,площадь 0.14 км² меньше 0.5,0,0,0,0,,0.137,0.05,3,EPSG:32615,-94.413161,38.81288
65918c7abff11f000103b111,не годен по паспорту,площадь 0.10 км² меньше 0.5,0,0,0,0,,0.099,0.05,3,EPSG:32615,-94.412877,38.811142
6594685ec2e5aa0001f0a010,не годен по паспорту,площадь 0.08 км² меньше 0.5,0,0,0,0,,0.076,0.02,3,EPSG:32610,,
6595b224c2e5aa0001f0a040,не годен по паспорту,площадь 0.20 км² меньше 0.5,0,0,0,0,,0.201,0.03,3,EPSG:32719,-68.126694,-16.466123
65a8d89e71b11e0001cea7ea,не использован,"годен, но ни одной пары не вышло",0,0,0,0,,0.572,0.02,3,EPSG:32632,7.091319,46.256183
65a8d9c471b11e0001cea7ee,использован полностью,,4,8,0,0,разметка подтверждена,1.326,0.02,3,EPSG:32632,7.00766,46.250199
65a8e37171b11e0001cea7f4,использован полностью,,1,2,0,0,разметка подтверждена,0.689,0.02,3,EPSG:32632,7.007529,46.248731
65a8fa8e71b11e0001cea7f9,не годен по паспорту,площадь 0.41 км² меньше 0.5,0,0,0,0,,0.409,0.02,3,EPSG:32632,7.070623,46.261137
65b3d18471b11e0001cea9a0,использован полностью,,6,12,0,0,разметка подтверждена,2.312,0.0297,3,EPSG:32635,,
65c4b971ed310f000161306b,использован полностью,,15,12,0,0,разметка подтверждена,21.887,0.05,3,EPSG:2193,172.541698,-43.288966
65c6d3c58931500001717dd7,использован частично,подложка: привязка не построена: нет валидных узлов,5,0,0,0,,2.11,0.05,4,EPSG:32719,-68.125414,-13.76762
65ca69ee8931500001717e75,использован полностью,,1,2,0,0,разметка подтверждена,1.085,0.06,3,EPSG:32645,84.40829,27.9381
65d9eb367175970001f71812(1),не годен по паспорту,площадь 0.25 км² меньше 0.5,0,0,0,0,,0.25,0.04,3,EPSG:3059,,
65d9eb367175970001f71813,не годен по паспорту,площадь 0.25 км² меньше 0.5,0,0,0,0,,0.25,0.04,3,EPSG:3059,,
65d9eb367175970001f71815,не годен по паспорту,площадь 0.25 км² меньше 0.5,0,0,0,0,,0.25,0.04,3,EPSG:3059,,
65d9eb367175970001f71818,не годен по паспорту,площадь 0.25 км² меньше 0.5,0,0,0,0,,0.25,0.04,3,EPSG:3059,,
65d9fa657175970001f7182e,использован полностью,,1,2,0,0,разметка подтверждена,1.332,0.02,3,EPSG:3059,,
65da29737175970001f71839,использован частично,подложка: узлов привязки 2 меньше 5,3,0,0,0,,2.397,0.02,3,EPSG:3059,,
65da29737175970001f7183a,использован частично,подложка: узлов привязки 3 меньше 5,2,0,0,0,,1.675,0.02,3,EPSG:3059,,
65dc439d7175970001f7188d,не годен по паспорту,площадь 0.30 км² меньше 0.5,0,0,0,0,,0.297,0.0257,3,EPSG:32615,,
65dcaa807175970001f7189f,использован частично,подложка: привязка не построена: нет валидных узлов,2,0,0,0,,1.585,0.04,3,EPSG:32719,-67.878902,-15.497593
65dd1ca57175970001f718b7,не использован,привязка: привязка не построена: нет валидных узлов,0,0,0,0,,0.811,0.05,3,EPSG:32719,-68.004987,-15.558866
65dd46207175970001f718be,не годен по паспорту,площадь 0.47 км² меньше 0.5,0,0,0,0,,0.475,0.04,3,EPSG:32719,-67.554833,-15.839725
65de65307175970001f718ee,не годен по паспорту,площадь 0.42 км² меньше 0.5,0,0,0,0,,0.416,0.0373,3,EPSG:3857,,
65df47987175970001f7192d,использован частично,подложка: привязка не построена: нет валидных узлов,2,0,0,0,,1.585,0.04,1,EPSG:32719,-67.878902,-15.497593
65e042b6b5e88b00012ef151,не годен по паспорту,разрешение 0.10 м/пкс грубее 0.1,0,0,0,0,,0.51,0.1034,3,EPSG:3857,,
65e04555b5e88b00012ef153,не годен по паспорту,площадь 0.48 км² меньше 0.5,0,0,0,0,,0.477,0.0278,3,EPSG:3857,,
65e08022b5e88b00012ef168,не использован,привязка: привязка не построена: нет валидных узлов,0,0,0,0,,0.811,0.05,1,EPSG:32719,-68.004987,-15.558866
