name,статус,причина,пар_ss,пар_base,пар_xdate,пар_карантин,вердикт_аудита,km2,res,bands,crs,lon,lat
5ed8cb8e350cfa0006925543,использован полностью,,4,8,0,0,разметка подтверждена,1.657,0.0672,3,EPSG:32636,,
5ed8f423350cfa0006925547,использован полностью,,8,12,0,0,разметка подтверждена,2.612,0.0689,3,EPSG:32636,,
5ed9077b350cfa000692554a,использован полностью,,6,12,0,0,разметка подтверждена,1.671,0.0688,3,EPSG:32636,,
5edc82a8c692f1000793f1f9,не годен по паспорту,площадь 0.24 км² меньше 0.5,0,0,0,0,,0.237,0.05,3,EPSG:32718,-72.379331,-40.131202
5eddfed7c692f1000793f20a,не годен по паспорту,площадь 0.08 км² меньше 0.5,0,0,0,0,,0.076,0.02,3,EPSG:32635,28.830559,45.357057
5ee8b7583665d400065957e6,использован полностью,,13,12,0,0,разметка подтверждена,4.079,0.0691,3,EPSG:32636,,
5ef0af5edc40b50005b6f1c4,использован полностью,,15,12,0,0,разметка подтверждена,7.017,0.0692,3,EPSG:32636,,
5ef0bff5dc40b50005b6f1dd,использован полностью,,4,8,0,0,разметка подтверждена,1.589,0.0742,3,EPSG:32635,28.807915,45.347411
5ef607f38aefa40005354442,не годен по паспорту,площадь 0.35 км² меньше 0.5,0,0,0,0,,0.348,0.0195,3,EPSG:3857,28.510079,47.115832
5ef7339d8aefa40005354460,использован полностью,,8,5,0,11,разметка подтверждена,2.455,0.0715,3,EPSG:32636,,
5ef9c7368aefa4000535449f,использован полностью,,12,12,0,0,разметка подтверждена,4.366,0.0701,3,EPSG:32636,,
5efaf4da8414030005031232,не использован,"годен, но ни одной пары не вышло",0,0,0,0,,1.125,0.0446,3,EPSG:3857,28.654318,47.331843
5efb053be3ff0a0008519784,не годен по паспорту,площадь 0.14 км² меньше 0.5,0,0,0,0,,0.137,0.0187,3,EPSG:3857,28.304944,48.16109
5f09be59577f160006c1ab65,использован полностью,,4,8,0,0,разметка подтверждена,3.251,0.0572,3,EPSG:32635,24.782341,35.410258
5f0c72373c18aa0005a4ca68,использован полностью,,5,10,0,0,разметка подтверждена,2.654,0.0548,3,EPSG:32635,,
5f129489baa90f0006a0ab19,не использован,привязка: узлов привязки 4 меньше 5,0,0,0,0,,0.71,0.05,3,EPSG:32635,28.82079,45.337577
5f129e5ebaa90f0006a0ab1c,не годен по паспорту,площадь 0.43 км² меньше 0.5,0,0,0,0,,0.435,0.037,3,EPSG:32634,,
5f1344f8baa90f0006a0ab2b,использован полностью,,4,8,0,0,проверено частично,1.358,0.0378,3,EPSG:32633,,
5f163dd9baa90f0006a0ab52,использован полностью,,15,12,0,0,разметка подтверждена,5.766,0.069,3,EPSG:32636,,
5f1bb045f4d9a200052a1d44,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.959907,34.971464
5f1dae6557ddda00054a0219,не годен по паспорту,площадь 0.46 км² меньше 0.5,0,0,0,0,,0.459,0.05,3,EPSG:32635,28.814849,45.368364
5f1ef83857ddda00054a0373,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.946765,34.971459
5f1f022b57ddda00054a038f,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.942354,35.014727
5f1f054b57ddda00054a03a4,не годен по паспорту,площадь 0.12 км² меньше 0.5,0,0,0,0,,0.12,0.06,3,EPSG:6674,135.95112,35.014731
5f1f08b957ddda00054a03ab,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.937973,35.012021
5f1f0a4a57ddda00054a03b0,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.942356,35.012023
5f1f0c4c57ddda00054a03ba,не годен по паспорту,площадь 0.12 км² меньше 0.5,0,0,0,0,,0.12,0.06,3,EPSG:6674,135.937965,35.022838
5f1f142757ddda00054a042b,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.942358,35.009318
5f1f23fa57ddda00054a04bc,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.933586,35.017427
5f1f2bf857ddda00054a04d4,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.92044,35.014715
5f1f2c7457ddda00054a04d7,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.924823,35.014718
5f1f2ce357ddda00054a04da,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.929206,35.01472
5f1f2d5357ddda00054a04dd,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.911677,35.012004
5f1f2e7257ddda00054a04e3,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.920443,35.01201
5f1f2f1c57ddda00054a04e6,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.924825,35.012013
5f266a8eb0052e00067dba9f,не годен по паспорту,площадь 0.44 км² меньше 0.5,0,0,0,0,,0.442,0.05,3,EPSG:32635,28.814547,45.371866
5f293b4fb0052e00067dbabf,использован частично,подложка: узлов привязки 2 меньше 5,3,0,0,0,,1.375,0.0604,3,EPSG:32637,,
5f2c8c050d59fe00057c327b,использован полностью,,15,12,0,0,разметка подтверждена,5.489,0.0678,3,EPSG:32636,,
5f2c8c3c0d59fe00057c327d,использован полностью,,15,1,0,11,привязка сдвинута,8.148,0.0678,3,EPSG:32636,,
5f2d85660d59fe00057c328b,использован полностью,,9,12,0,0,проверено частично,3.208,0.0693,3,EPSG:32636,,
5f2ea0110d59fe00057c3296,использован полностью,,15,12,0,0,разметка подтверждена,5.797,0.0703,3,EPSG:32636,,
5f2fb1640d59fe00057c32a7,использован полностью,,3,6,0,0,разметка подтверждена,1.224,0.0399,3,EPSG:32633,,
5f3064e40d59fe00057c32f2,использован частично,подложка: узлов привязки 2 меньше 5,1,0,0,0,привязка сдвинута,0.667,0.0387,3,EPSG:32616,,
5f38a08cdf88ab000761cb1c,использован полностью,,13,11,0,11,разметка подтверждена,5.233,0.0682,3,EPSG:32636,,
5f3f96b8a646430007b2ac90,использован полностью,,15,12,0,0,разметка подтверждена,10.752,0.0691,3,EPSG:32636,,
5f42833dc48e06000593275b,использован полностью,,15,12,0,0,разметка подтверждена,12.547,0.0697,3,EPSG:32636,,
5f459d9ad3ea600005a9a8c2,не годен по паспорту,площадь 0.03 км² меньше 0.5,0,0,0,0,,0.026,0.0109,3,EPSG:32619,,
5f478d02f4b82d0005a702b2,использован частично,подложка: узлов привязки 4 меньше 5,1,0,0,0,,0.587,0.05,3,EPSG:32635,28.820807,45.359329
5f4abfb9ce55190005b826d8,использован частично,подложка: привязка не построена: нет валидных узлов,1,0,0,0,,1.397,0.1,3,EPSG:3857,175.639543,-36.727534
5f4d2f95464f1c0005fc5720,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
5f52e87a5c810b0006d4f2f6,использован полностью,,12,12,0,0,разметка подтверждена,5.886,0.0337,3,EPSG:2448,135.540402,34.987361
5f58a0ae08ec7d0005c47ff9,не годен по паспорту,площадь 0.09 км² меньше 0.5,0,0,0,0,,0.09,0.0507,3,EPSG:32635,,
5f58f01b08ec7d0005c48001,не годен по паспорту,площадь 0.30 км² меньше 0.5,0,0,0,0,,0.297,0.0257,3,EPSG:32615,,
5f5df9a6d9f87200078c7f2c(1),не годен по паспорту,площадь 0.33 км² меньше 0.5,0,0,0,0,,0.328,0.0299,3,EPSG:5254,28.786718,40.975033
5f5ef3d0d9f87200078c7f42,использован полностью,,1,2,0,0,разметка подтверждена,0.92,0.0387,3,EPSG:32635,,
5f5f510fd9f87200078c7f48,использован полностью,,4,8,0,0,разметка подтверждена,2.678,0.045,3,EPSG:32635,,
5f5f66a6d9f87200078c7f4b,использован полностью,,15,12,0,0,разметка подтверждена,5.864,0.0572,3,EPSG:32636,,
5f5fcd62d9f87200078c7f56,не использован,привязка: привязка не построена: нет валидных узлов,0,0,0,0,,0.767,0.05,1,EPSG:32719,-68.068631,-16.59493
5f60702ad9f87200078c7f64,использован полностью,,1,2,0,0,разметка подтверждена,0.733,0.0454,3,EPSG:32634,,
5f6097f9d9f87200078c7f6a,использован полностью,,2,4,0,0,разметка подтверждена,0.757,0.0347,3,EPSG:32634,,
5f619002d9f87200078c7f76,использован полностью,,3,4,0,6,разметка подтверждена,1.232,0.0474,3,EPSG:32634,,
5f61ffb682c1c7000508d8c6,использован полностью,,6,12,0,0,разметка подтверждена,2.732,0.0708,3,EPSG:32636,,
5f62e03f9d06cc000624327e,использован полностью,,2,4,0,0,разметка подтверждена,0.905,0.0434,3,EPSG:32635,,
5f65a604dc8be60005d70c4c,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
5f69d17a71d1f60005e6ab70,использован полностью,,12,12,0,0,разметка подтверждена,3.412,0.0686,3,EPSG:32636,,
5f6aea9e71d1f60005e6ab87,использован полностью,,5,10,0,0,разметка подтверждена,2.081,0.0449,3,EPSG:32635,,
5f6af12971d1f60005e6ab8a,использован полностью,,2,4,0,0,разметка подтверждена,1.059,0.0711,3,EPSG:3857,28.806834,45.359608
5f6c4bf171d1f60005e6abaf,использован частично,подложка: узлов привязки 1 меньше 5,1,0,0,0,привязка сдвинута,0.71,0.0396,3,EPSG:32635,,
5f7194a11d951a00058695f2,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.911689,35.001187
5f7194bb1d951a00058695f6,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.920453,35.001193
5f7195041d951a0005869600,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.916073,34.998485
5f7195431d951a000586960c,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.911694,34.995778
5f71d201a69e02000595a880,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.933599,35.001201
5f71d252a69e02000595a883,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.937981,35.001203
5f71d30aa69e02000595a886,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.942364,35.001205
5f72c4c1a69e02000595a8a7,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.933601,34.998496
5f75536261151700054968d0,использован полностью,,3,6,0,0,разметка подтверждена,1.163,0.05,3,EPSG:32611,,
5f75ec1d458b56000772bd59,использован полностью,,15,201,0,0,разметка подтверждена,11.243,0.0937,3,EPSG:32636,,
5f75ec39458b56000772bd5b,использован полностью,,15,12,0,0,разметка подтверждена,12.73,0.0937,3,EPSG:32636,,
5f76d6d9458b56000772bd7b,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.959904,34.976873
5f76f866458b56000772bd82,использован полностью,,15,12,0,0,разметка подтверждена,5.677,0.0928,3,EPSG:32636,,
5f770d9f458b56000772bd88,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.968666,34.976876
5f772fd3458b56000772bd98,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.986188,34.987696
5f77307d458b56000772bd9b,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.990569,34.987696
5f77311a458b56000772bd9e,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.99495,34.987697
5f77333d458b56000772bda7,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.986188,34.984992
5f773437458b56000772bdab,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.990569,34.984992
5f773acd458b56000772bdb4,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.986188,34.982288
5f77c65f458b56000772bdc0,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.916049,35.022825
5f77d44c458b56000772bdd1,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.924818,35.020126
5f77d489458b56000772bdd9,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.916055,35.017416
5f77d49e458b56000772bddb,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.920437,35.017419
5f784273458b56000772be1f,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.977422,34.998512
5f78436a458b56000772be36,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.986186,34.995809
5f784519458b56000772be43,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.99495,34.99581
5f7865a3458b56000772be4a,использован полностью,,15,12,0,0,разметка подтверждена,4.947,0.0918,3,EPSG:32636,,
5f787184458b56000772be78,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.99495,34.993106
5f787400458b56000772be83,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.986187,34.990401
5f78a42f458b56000772be8c,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.973044,34.98499
5f78a4f5458b56000772be92,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.959902,34.982282
5f78a6ec458b56000772be9f,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.959903,34.979578
5f79a2f7458b56000772beef,использован полностью,,15,12,0,0,разметка подтверждена,5.839,0.0924,3,EPSG:32636,,
5f79e840458b56000772bef8,использован полностью,,3,6,0,0,разметка подтверждена,1.234,0.0657,3,EPSG:32639,,
5f7a83a6458b56000772befe,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.990569,34.990401
5f7a8631458b56000772bf0c,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.977427,34.979582
5f7a8644458b56000772bf10,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.981808,34.979583
5f7a865d458b56000772bf15,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.986189,34.979583
5f7c836968aff80007e79863,использован полностью,,15,12,0,0,разметка подтверждена,6.801,0.0906,3,EPSG:32636,,
5f7c839768aff80007e79865,использован полностью,,15,12,0,0,разметка подтверждена,11.087,0.0906,3,EPSG:32636,,
5f7c88ca68aff80007e79869,не годен по паспорту,площадь 0.19 км² меньше 0.5,0,0,0,0,,0.191,0.0425,3,EPSG:3857,28.84901,45.331692
5f7d9f287eaf6400054c9aa6,использован полностью,,15,1,0,11,проверено частично,7.475,0.0912,3,EPSG:32636,,
5f8132727eaf6400054c9ad0,использован полностью,,2,4,0,0,разметка подтверждена,1.223,0.0411,3,EPSG:32634,,
5f84b7a27d446d0005fa816c,использован полностью,,4,8,0,0,разметка подтверждена,2.531,0.0682,3,EPSG:32639,,
5f8571bf7d446d0005fa8174,использован полностью,,8,12,0,0,разметка подтверждена,5.402,0.0642,3,EPSG:32635,,
5f9123b61d40480007fef7a1,не годен по паспорту,площадь 0.11 км² меньше 0.5,0,0,0,0,,0.11,0.0283,3,EPSG:32654,139.106923,35.982205
5f96670b8ff39200079920cf,использован полностью,,1,2,0,0,разметка подтверждена,1.043,0.0366,3,EPSG:32636,30.553557,36.65055
5f9bc33b1b48e50005418620,использован частично,подложка: привязка не построена: нет валидных узлов,1,0,0,0,,0.812,0.0564,3,EPSG:3857,28.953088,45.435283
5f9fe214d3a8ab0007ea6a5d,использован частично,подложка: привязка не построена: нет валидных узлов,4,0,0,0,,2.38,0.0661,3,EPSG:32635,,
5f9fe231d3a8ab0007ea6a5f,использован частично,подложка: узлов привязки 2 меньше 5,4,0,0,0,,3.258,0.0661,3,EPSG:32635,,
5fa4119d00234b00060ee06a,не годен по паспорту,площадь 0.42 км² меньше 0.5,0,0,0,0,,0.42,0.0355,3,EPSG:32635,,
5fa7b7e5aa6fdb00059cc19b,не годен по паспорту,площадь 0.19 км² меньше 0.5,0,0,0,0,,0.186,0.02,3,EPSG:32636,,
5fa7b7e5aa6fdb00059cc19b(1),не годен по паспорту,площадь 0.19 км² меньше 0.5,0,0,0,0,,0.186,0.02,3,EPSG:32636,34.282681,61.773233
5fa85387aa6fdb00059cc1a9,не годен по паспорту,площадь 0.41 км² меньше 0.5,0,0,0,0,,0.409,0.0451,3,EPSG:32635,,
5fac2fcd3729bf000552677d,использован полностью,,15,1,0,11,привязка сдвинута,11.065,0.0655,3,EPSG:32636,,
5fac68733729bf0005526787,использован полностью,,1,2,0,0,разметка подтверждена,0.672,0.05,3,EPSG:32634,,
5faf02dd1d7a180007e702e3,использован полностью,,6,12,0,0,разметка подтверждена,2.054,0.05,3,EPSG:32635,,
5faf7f15dd7d310006683462,не годен по паспорту,площадь 0.47 км² меньше 0.5,0,0,0,0,,0.465,0.0214,3,EPSG:32636,,
5faf7f15dd7d310006683462(1),не годен по паспорту,площадь 0.47 км² меньше 0.5,0,0,0,0,,0.465,0.0214,3,EPSG:32636,34.288559,61.761724
5faff8ddf5b34900056e78a8,использован частично,подложка: узлов привязки 4 меньше 5,2,0,0,0,без структуры,1.46,0.05,3,EPSG:32634,,
5fb06544f5b34900056e78ad,не годен по паспорту,площадь 0.16 км² меньше 0.5,0,0,0,0,,0.164,0.04,3,EPSG:32719,-68.090216,-16.529486
5fb2341aaa3d8a000567ab89,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.986186,34.998513
5fb23dfbaa3d8a000567abd3,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,135.981805,34.993104
5fb4faaed89ab70006abc9ff,использован полностью,,2,4,0,0,разметка подтверждена,1.723,0.0666,3,EPSG:32639,,
5fb4fc23d89ab70006abca02,использован полностью,,3,6,0,0,разметка подтверждена,1.681,0.0647,3,EPSG:32639,,
5fb6367c68af790007275a60,использован полностью,,2,4,0,0,разметка подтверждена,2.963,0.05,3,EPSG:32634,,
5fba7531f867fd0007e97749,не годен по паспорту,площадь 0.21 км² меньше 0.5,0,0,0,0,,0.206,0.025,3,EPSG:32719,-68.040546,-16.622781
5fba7a8127eb1d00059ab655,не годен по паспорту,площадь 0.16 км² меньше 0.5,0,0,0,0,,0.157,0.02,3,EPSG:32636,,
5fba7a8127eb1d00059ab655(1),не годен по паспорту,площадь 0.16 км² меньше 0.5,0,0,0,0,,0.157,0.02,3,EPSG:32636,34.28914,61.766695
5fbdd4181f79c3000788a402,использован частично,подложка: привязка не построена: нет валидных узлов,2,0,0,0,,9.519,0.05,3,EPSG:32611,,
5fc40f625c0a9300055a0c12,использован полностью,,2,4,0,0,разметка подтверждена,0.989,0.05,3,EPSG:32635,,
5fc4341092e0140005b38bdd,использован полностью,,2,4,0,0,без структуры,1.59,0.05,3,EPSG:32635,,
5fc6b5caf9298000076927d6,использован частично,подложка: узлов привязки 1 меньше 5,1,0,0,0,,0.602,0.05,3,EPSG:32635,,
5fc8cf409f1a06000550fbf5,использован полностью,,2,4,0,0,разметка подтверждена,1.367,0.05,3,EPSG:32635,,
5fc97f627a0a32000508cc0a,не годен по паспорту,площадь 0.08 км² меньше 0.5,0,0,0,0,,0.082,0.0208,3,EPSG:32635,,
5fc990617a0a32000508cc0f,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,-111.902254,34.608787
5fc99f2dae2ca6000584e7f1,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
5fceaa09fe0bb90007e29cd9,использован полностью,,6,12,0,0,проверено частично,2.413,0.03,3,EPSG:32719,-68.67918,-16.051566
5fd0a4f9518312000570c750,использован частично,подложка: узлов привязки 1 меньше 5,1,0,0,0,,0.629,0.05,3,EPSG:32636,,
5fd11d83380db000052582e9,использован частично,подложка: узлов привязки 4 меньше 5,4,0,0,0,,2.658,0.03,3,EPSG:32719,-68.690264,-16.036025
5fd1442d380db000052582ee,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
5fd18f43350ee000054d6eef,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
5fd5424c2284b600061b3a27,использован частично,подложка: узлов привязки 4 меньше 5,7,0,0,0,,2.269,0.03,3,EPSG:32719,-68.687868,-16.041222
5fda86c212830100052e02d9,не годен по паспорту,площадь 0.43 км² меньше 0.5,0,0,0,0,,0.429,0.04,3,EPSG:32719,-68.052136,-16.55193
5fe2a0a1e9630a0007099dbf,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,-111.870389,34.56434
5fe46bce7db4cf0005cd4c27,использован полностью,,4,8,0,0,разметка подтверждена,2.197,0.05,3,EPSG:32635,,
5fe4edefeeab8e00078a5548,не использован,привязка: узлов привязки 4 меньше 5,0,0,0,0,,0.703,0.03,3,EPSG:32719,-68.15207,-16.533765
5fe65b9027b19d000766a3c5,не годен по паспорту,площадь 0.10 км² меньше 0.5,0,0,0,0,,0.096,0.0198,3,EPSG:32635,,
5fe65c0227b19d000766a3c8,не годен по паспорту,площадь 0.13 км² меньше 0.5,0,0,0,0,,0.131,0.0191,3,EPSG:32635,,
5ff2fc9a9ef28c00068659a5,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
5ff3d91aa9cab200066b17ca,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
5ff50fd026199400066d26c6,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
5ff5a4c938bfed0005ea56fa,использован частично,подложка: привязка не построена: нет валидных узлов,2,0,0,0,,0.611,0.05,3,EPSG:32635,,
5ff84224474d8300067bfa3d,использован полностью,,4,8,0,0,разметка подтверждена,1.883,0.05,3,EPSG:32635,,
5ff87057faaf080006252dbd,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
5ff8bb52faaf080006252dc0,использован полностью,,2,4,0,0,разметка подтверждена,1.022,0.05,3,EPSG:32635,,
5ffd15520645fc0007ec3271,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,-111.857858,34.574253
5ffef202c461650005473726,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,-111.792283,34.516882
6001af827aad010005143f8a,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
600971b622db1c0006e46d78,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
600da99ca0f00700052c5c29,использован частично,подложка: узлов привязки 3 меньше 5,2,0,0,0,,0.861,0.04,3,EPSG:3857,8.771615,48.678447
60111204-92b7-47ed-b4b4-b65d4c355750,использован полностью,,1,2,0,0,разметка подтверждена,0.999,0.0625,3,EPSG:32635,,
6016e1d3b57e47000824b6e8,использован полностью,,1,2,0,0,без структуры,1.406,0.05,3,EPSG:32635,,
6017df0db57e47000824b6f8,не годен по паспорту,площадь 0.03 км² меньше 0.5,0,0,0,0,,0.032,0.02,3,EPSG:32636,34.10212,61.964486
601abea442abfe0006aee701,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,,
601ad0a642abfe0006aee704,не годен по паспорту,неметрический CRS: единицы сетки не метры,0,0,0,0,,0.0,0.0,3,EPSG:4326,-111.864552,34.583864
601ef707c4550c00050ee5ba,использован полностью,,1,2,0,0,разметка подтверждена,0.774,0.0185,3,EPSG:32636,35.556618,32.45865
601fb56911ebb30007261104,использован полностью,,2,4,0,0,разметка подтверждена,1.71,0.05,3,EPSG:32635,,
602396b25415b40006e6fe5a,использован полностью,,4,8,0,0,разметка подтверждена,2.095,0.05,3,EPSG:32635,,
60315bf7d9c7c8000504d2ca,использован частично,подложка: узлов привязки 4 меньше 5,1,0,0,0,,0.754,0.05,3,EPSG:32635,,
6038d48599a416000668993d,использован полностью,,2,4,0,0,разметка подтверждена,1.454,0.05,3,EPSG:32635,,
60442262b0161f0005391ae6,использован полностью,,5,10,0,0,разметка подтверждена,2.582,0.05,3,EPSG:32634,,
6051fa2273881800080aa06c,не годен по паспорту,площадь 0.11 км² меньше 0.5,0,0,0,0,,0.114,0.05,3,EPSG:32614,-99.844119,32.657615
605755636741be0007357111,использован полностью,,3,6,0,0,разметка подтверждена,2.493,0.05,3,EPSG:32634,,
605c1946d9096c00067e6cbb,не годен по паспорту,площадь 0.19 км² меньше 0.5,0,0,0,0,,0.191,0.0295,3,EPSG:6674,135.66233,34.540093
606192cdeeae3c0006930050,использован частично,подложка: узлов привязки 1 меньше 5,5,0,0,0,,1.568,0.05,3,EPSG:32634,,
606217e7eeae3c0006930068,не годен по паспорту,площадь 0.45 км² меньше 0.5,0,0,0,0,,0.448,0.0275,3,EPSG:32635,,
6066cd43d8a0ef00061b9507,использован полностью,,3,6,0,0,разметка подтверждена,1.087,0.02,3,EPSG:32635,,
60729456e618d50005a98185,использован полностью,,1,2,0,0,разметка подтверждена,2.408,0.05,3,EPSG:32635,,
60729564e618d50005a98187,использован полностью,,5,10,0,0,разметка подтверждена,1.731,0.05,3,EPSG:32635,,
6072f4d3e618d50005a9818f,не годен по паспорту,площадь 0.42 км² меньше 0.5,0,0,0,0,,0.423,0.05,3,EPSG:32635,,
60743399b09f2e0009d46bf9,использован полностью,,11,12,0,0,разметка подтверждена,4.145,0.068,3,EPSG:32636,,
60748a35b09f2e0009d46bfe,использован полностью,,3,6,0,0,разметка подтверждена,1.794,0.05,3,EPSG:32635,,
607b6049bfb5350008e6658e,использован полностью,,3,6,0,0,разметка подтверждена,2.771,0.05,3,EPSG:32634,,
607bd0a2bfb5350008e66596,использован частично,подложка: узлов привязки 1 меньше 5,2,0,0,0,,0.948,0.05,3,EPSG:32615,,
